Sample-#, CA-V, CB-V
0.00144,1.999706864,1.881511569
0.001445,1.9995507,1.881979823
0.00145,1.999472499,1.882369995
0.001455,1.999628782,1.882760286
0.00146,1.999628782,1.882994413
0.001465,1.9995507,1.883306503
0.00147,1.999785066,1.88354063
0.001475,1.9995507,1.883696675
0.00148,1.999628782,1.883774757
0.001485,1.999628782,1.883852839
0.00149,1.999706864,1.883930802
0.001495,1.9995507,1.884008884
0.0015,1.222238302,1.836793661
0.001505,0.216295362,1.54554224
0.00151,0.031812586,1.217064857
0.001515,0.006339744,0.946962774
0.00152,0.002432866,0.735625982
0.001525,0.002120316,0.571738482
0.00153,0.003839342,0.445076883
0.001535,0.005480231,0.347290695
0.00154,0.005558368,0.271746367
0.001545,0.005323955,0.212980971
0.00155,0.00516768,0.167404652
0.001555,0.00516768,0.132207856
0.00156,0.005089543,0.104581118
0.001565,0.00516768,0.083119661
0.00157,0.005089543,0.066418745
0.001575,0.005011405,0.053463828
0.00158,0.005089543,0.043318413
0.001585,0.005011405,0.035280123
0.00159,0.004933268,0.029036792
0.001595,0.004933268,0.024120167
0.0016,0.005011405,0.020296127
0.001605,0.004933268,0.017252501
0.00161,0.005089543,0.014833209
0.001615,0.005011405,0.01296021
0.00162,0.005011405,0.011477417
0.001625,0.005089543,0.010072668
0.00163,0.005011405,0.009214209
0.001635,0.004933268,0.008433793
0.00164,0.005011405,0.007731419
0.001645,0.004933268,0.00734121
0.00165,0.00485513,0.00687296
0.001655,0.004933268,0.006638835
0.00166,0.004933268,0.006326668
0.001665,0.004933268,0.006014502
0.00167,0.00485513,0.005858419
0.001675,0.00485513,0.005702335
0.00168,0.00485513,0.005546252
0.001685,0.004933268,0.00546821
0.00169,0.00485513,0.005390169
0.001695,0.00485513,0.005390169
0.0017,0.788184166,0.049951956
0.001705,1.828273177,0.352753609
0.00171,1.980719447,0.684508681
0.001715,1.99587822,0.952269614
0.00172,1.997831583,1.160328627
0.001725,1.998300433,1.321484685
0.00173,1.998847365,1.446273208
0.001735,1.998847365,1.543044925
0.00174,1.99908185,1.618198991
0.001745,1.999159932,1.676340103
0.00175,1.999316216,1.721604228
0.001755,1.999316216,1.756879091
0.00176,1.999394417,1.784271717
0.001765,1.999316216,1.805733085
0.00177,1.999472499,1.822355986
0.001775,1.999472499,1.835388899
0.00178,1.9995507,1.845612407
0.001785,1.999472499,1.853572607
0.00179,1.999628782,1.860050082
0.001795,1.999472499,1.864888668
0.0018,1.9995507,1.868868828
0.001805,1.999394417,1.871990442
0.00181,1.9995507,1.87425375
0.001815,1.999472499,1.876282811
0.00182,1.9995507,1.877843618
0.001825,1.999472499,1.879014254
0.00183,1.999706864,1.880028725
0.001835,1.999472499,1.88088727
0.00184,1.999706864,1.881433487
0.001845,1.9995507,1.881979823
0.00185,1.999706864,1.882369995
0.001855,1.9995507,1.882760286
0.00186,1.999863148,1.883072376
0.001865,1.999472499,1.88322854
0.00187,1.999628782,1.883462667
0.001875,1.999628782,1.883618712
0.00188,1.999706864,1.883774757
0.001885,1.999628782,1.883930802
0.00189,1.999785066,1.883930802
0.001895,1.9995507,1.884008884
0.0019,1.222160101,1.836871743
0.001905,0.216295362,1.545464158
0.00191,0.031812586,1.21714294
0.001915,0.006417881,0.946962774
0.00192,0.002432866,0.735625982
0.001925,0.002120316,0.571738482
0.00193,0.003917479,0.444998831
0.001935,0.005558368,0.347290695
0.00194,0.005402093,0.271668315
0.001945,0.005323955,0.212980971
0.00195,0.00516768,0.167560726
0.001955,0.00516768,0.132129818
0.00196,0.00516768,0.104581118
0.001965,0.005011405,0.083119661
0.00197,0.005089543,0.066496789
0.001975,0.005089543,0.053463828
0.00198,0.004933268,0.043162331
0.001985,0.005089543,0.035280123
0.00199,0.005089543,0.029114833
0.001995,0.004933268,0.024198208
0.002,0.005011405,0.020374168
0.002005,0.005011405,0.01717446
0.00201,0.004933268,0.014833209
0.002015,0.005089543,0.012882167
0.00202,0.005011405,0.011477417
0.002025,0.005011405,0.010150709
0.00203,0.005011405,0.009214209
0.002035,0.005011405,0.008433793
0.00204,0.00485513,0.007887502
0.002045,0.004933268,0.007263169
0.00205,0.004933268,0.006951002
0.002055,0.004933268,0.006482752
0.00206,0.004933268,0.00640471
0.002065,0.00485513,0.006092544
0.00207,0.004933268,0.005858419
0.002075,0.00485513,0.005624294
0.00208,0.004776993,0.005624294
0.002085,0.004933268,0.00546821
0.00209,0.004933268,0.005390169
0.002095,0.004776993,0.005312127
0.0021,0.788496673,0.049951956
0.002105,1.828429461,0.352831632
0.00211,1.980797648,0.684508681
0.002115,1.995800018,0.952191591
0.00212,1.997909784,1.160406709
0.002125,1.998300433,1.321406603
0.00213,1.998847365,1.44635129
0.002135,1.998925567,1.543122888
0.00214,1.99908185,1.618198991
0.002145,1.999159932,1.676262021
0.00215,1.999238133,1.72168231
0.002155,1.999316216,1.756879091
0.00216,1.999472499,1.784271717
0.002165,1.999394417,1.805733085
0.00217,1.999472499,1.822434068
0.002175,1.999394417,1.835466981
0.00218,1.999394417,1.845534325
0.002185,1.999472499,1.853650689
0.00219,1.999628782,1.859972119
0.002195,1.999472499,1.86496675
0.0022,1.9995507,1.868790746
0.002205,1.999472499,1.871990442
0.00221,1.9995507,1.874331713
0.002215,1.999472499,1.876282811
0.00222,1.999628782,1.877843618
0.002225,1.999472499,1.879014254
0.00223,1.999628782,1.880028725
0.002235,1.9995507,1.88088727
0.00224,1.999628782,1.881511569
0.002245,1.9995507,1.882057905
0.00225,1.999706864,1.882369995
0.002255,1.999628782,1.882682204
0.00226,1.999628782,1.883072376
0.002265,1.999628782,1.883306503
0.00227,1.999785066,1.883384585
0.002275,1.999628782,1.883696675
0.00228,1.999785066,1.883774757
0.002285,1.999706864,1.883774757
0.00229,1.999706864,1.884008884
0.002295,1.9995507,1.884008884
0.0023,1.221847534,1.836871743
0.002305,0.216295362,1.545386195
0.00231,0.031812586,1.21714294
0.002315,0.006417881,0.946884751
0.00232,0.002511004,0.735625982
0.002325,0.002042178,0.571660459
0.00233,0.003761204,0.444920808
0.002335,0.005402093,0.347368717
0.00234,0.005402093,0.271590263
0.002345,0.005245818,0.213059008
0.00235,0.00516768,0.167560726
0.002355,0.00516768,0.132051781
0.00236,0.005089543,0.104581118
0.002365,0.00516768,0.083197705
0.00237,0.005089543,0.066418745
0.002375,0.005089543,0.053463828
0.00238,0.005089543,0.043240372
0.002385,0.005011405,0.035358164
0.00239,0.005011405,0.029114833
0.002395,0.005011405,0.024120167
0.0024,0.005011405,0.020296127
0.002405,0.004933268,0.017330542
0.00241,0.005011405,0.01491125
0.002415,0.005011405,0.01296021
0.00242,0.005011405,0.011399376
0.002425,0.004933268,0.010228751
0.00243,0.005011405,0.009214209
0.002435,0.005011405,0.008433793
0.00244,0.004933268,0.00780946
0.002445,0.004933268,0.00734121
0.00245,0.00485513,0.007029044
0.002455,0.004933268,0.006482752
0.00246,0.00485513,0.006248627
0.002465,0.004933268,0.006170585
0.00247,0.004933268,0.005780377
0.002475,0.00485513,0.005780377
0.00248,0.00485513,0.005702335
0.002485,0.00485513,0.00546821
0.00249,0.00485513,0.005390169
0.002495,0.00485513,0.005390169
0.0025,0.78834039,0.049873911
0.002505,1.828351259,0.352753609
0.00251,1.980797648,0.684508681
0.002515,1.995800018,0.952269614
0.00252,1.997909784,1.160328627
0.002525,1.998300433,1.321484685
0.00253,1.998769283,1.446273208
0.002535,1.998847365,1.543044925
0.00254,1.99908185,1.618121028
0.002545,1.99908185,1.676418066
0.00255,1.999316216,1.72168231
0.002555,1.999238133,1.757035136
0.00256,1.999472499,1.78434968
0.002565,1.999394417,1.805811167
0.00257,1.999472499,1.822512031
0.002575,1.999394417,1.835466981
0.00258,1.9995507,1.845690489
0.002585,1.999238133,1.853806734
0.00259,1.9995507,1.859972119
0.002595,1.999394417,1.864810705
0.0026,1.9995507,1.868790746
0.002605,1.999472499,1.871912479
0.00261,1.999706864,1.874409795
0.002615,1.999472499,1.876282811
0.00262,1.999706864,1.877765536
0.002625,1.999472499,1.879014254
0.00263,1.999628782,1.880106807
0.002635,1.999628782,1.880731106
0.00264,1.9995507,1.881511569
0.002645,1.9995507,1.881901741
0.00265,1.999628782,1.882448077
0.002655,1.9995507,1.882838249
0.00266,1.999706864,1.883072376
0.002665,1.999706864,1.883306503
0.00267,1.999706864,1.883462667
0.002675,1.999628782,1.883618712
0.00268,1.999706864,1.883774757
0.002685,1.999628782,1.883852839
0.00269,1.999785066,1.884008884
0.002695,1.999628782,1.884008884
0.0027,1.221769452,1.836871743
0.002705,0.216295362,1.545386195
0.00271,0.031890724,1.21714294
0.002715,0.006339744,0.946962774
0.00272,0.002511004,0.735625982
0.002725,0.002198453,0.571816504
0.00273,0.003917479,0.444998831
0.002735,0.005558368,0.347290695
0.00274,0.005480231,0.271746367
0.002745,0.005323955,0.213059008
0.00275,0.005245818,0.167404652
0.002755,0.00516768,0.132129818
0.00276,0.005089543,0.104581118
0.002765,0.00516768,0.083197705
0.00277,0.005011405,0.066496789
0.002775,0.005011405,0.053463828
0.00278,0.005011405,0.043318413
0.002785,0.005011405,0.035280123
0.00279,0.005011405,0.029036792
0.002795,0.005011405,0.024198208
0.0028,0.004933268,0.020296127
0.002805,0.005011405,0.01717446
0.00281,0.005011405,0.014989292
0.002815,0.005011405,0.012882167
0.00282,0.005011405,0.011399376
0.002825,0.004933268,0.010228751
0.00283,0.005011405,0.009136168
0.002835,0.004933268,0.008433793
0.00284,0.004933268,0.00780946
0.002845,0.00485513,0.00734121
0.00285,0.004933268,0.00687296
0.002855,0.00485513,0.006638835
0.00286,0.00485513,0.006326668
0.002865,0.00485513,0.006092544
0.00287,0.00485513,0.005858419
0.002875,0.004933268,0.005702335
0.00288,0.004933268,0.005624294
0.002885,0.00485513,0.005546252
0.00289,0.004933268,0.005390169
0.002895,0.004933268,0.00546821
0.0029,0.788574815,0.049951956
0.002905,1.828351259,0.352831632
0.00291,1.980797648,0.684508681
0.002915,1.99587822,0.952191591
0.00292,1.997831583,1.160328627
0.002925,1.998378634,1.321406603
0.00293,1.998769283,1.446273208
0.002935,1.998847365,1.543044925
0.00294,1.999159932,1.618121028
0.002945,1.99908185,1.676340103
0.00295,1.999316216,1.721760273
0.002955,1.999316216,1.756957054
0.00296,1.999394417,1.78434968
0.002965,1.999472499,1.805733085
0.00297,1.999472499,1.822512031
0.002975,1.999394417,1.835388899
0.00298,1.9995507,1.845768452
0.002985,1.999394417,1.853806734
0.00299,1.9995507,1.859972119
0.002995,1.999472499,1.864888668
0.003,1.999472499,1.868868828
0.003005,1.999394417,1.871912479
0.00301,1.999628782,1.874409795
0.003015,1.999394417,1.876282811
0.00302,1.9995507,1.877765536
0.003025,1.999472499,1.879014254
0.00303,1.999472499,1.880028725
0.003035,1.999472499,1.88088727
0.00304,1.999706864,1.881589651
0.003045,1.999472499,1.882057905
0.00305,1.999628782,1.882369995
0.003055,1.9995507,1.882760286
0.00306,1.999628782,1.882994413
0.003065,1.999472499,1.88322854
0.00307,1.999785066,1.883462667
0.003075,1.999628782,1.883618712
0.00308,1.999785066,1.883774757
0.003085,1.999706864,1.883852839
0.00309,1.999628782,1.883930802
0.003095,1.999628782,1.884086967
0.0031,1.221925735,1.836715698
0.003105,0.21621722,1.545308113
0.00311,0.031812586,1.21714294
0.003115,0.006339744,0.946962774
0.00312,0.002432866,0.735625982
0.003125,0.002198453,0.571660459
0.00313,0.003761204,0.444998831
0.003135,0.005480231,0.347290695
0.00314,0.005480231,0.271746367
0.003145,0.005245818,0.212980971
0.00315,0.005245818,0.167482689
0.003155,0.005245818,0.132129818
0.00316,0.005089543,0.104581118
0.003165,0.00516768,0.083197705
0.00317,0.00516768,0.066496789
0.003175,0.005011405,0.053463828
0.00318,0.005089543,0.043240372
0.003185,0.005089543,0.035358164
0.00319,0.005011405,0.029036792
0.003195,0.005011405,0.024198208
0.0032,0.005089543,0.020374168
0.003205,0.005089543,0.017330542
0.00321,0.00516768,0.01491125
0.003215,0.005011405,0.01296021
0.00322,0.005011405,0.011399376
0.003225,0.005011405,0.010306792
0.00323,0.004933268,0.009292251
0.003235,0.005011405,0.008433793
0.00324,0.005089543,0.007887502
0.003245,0.004933268,0.00734121
0.00325,0.00485513,0.006951002
0.003255,0.004933268,0.006638835
0.00326,0.00485513,0.006248627
0.003265,0.005011405,0.006014502
0.00327,0.004933268,0.005936461
0.003275,0.00485513,0.005702335
0.00328,0.004933268,0.005624294
0.003285,0.004933268,0.00546821
0.00329,0.00485513,0.005390169
0.003295,0.00485513,0.005390169
0.0033,0.788418531,0.049951956
0.003305,1.828429461,0.352753609
0.00331,1.980719447,0.684508681
0.003315,1.995643735,0.952269614
0.00332,1.997831583,1.160172582
0.003325,1.998456717,1.321484685
0.00333,1.998691082,1.446273208
0.003335,1.998925567,1.543044925
0.00334,1.99908185,1.618198991
0.003345,1.99908185,1.676340103
0.00335,1.999394417,1.721604228
0.003355,1.999394417,1.756879091
0.00336,1.999316216,1.78434968
0.003365,1.999394417,1.805733085
0.00337,1.999472499,1.822512031
0.003375,1.999316216,1.835466981
0.00338,1.999472499,1.845690489
0.003385,1.999472499,1.853728771
0.00339,1.999394417,1.859972119
0.003395,1.9995507,1.864888668
0.0034,1.999628782,1.868868828
0.003405,1.999472499,1.871990442
0.00341,1.999628782,1.874331713
0.003415,1.999472499,1.876282811
0.00342,1.9995507,1.877687573
0.003425,1.999472499,1.879092216
0.00343,1.999628782,1.880106807
0.003435,1.999472499,1.880809188
0.00344,1.999628782,1.881433487
0.003445,1.9995507,1.882057905
0.00345,1.999628782,1.882448077
0.003455,1.999472499,1.882682204
0.00346,1.999628782,1.883072376
0.003465,1.9995507,1.88322854
0.00347,1.999706864,1.88354063
0.003475,1.9995507,1.883618712
0.00348,1.999706864,1.883774757
0.003485,1.999628782,1.883852839
0.00349,1.999785066,1.883930802
0.003495,1.999628782,1.884008884
0.0035,1.221691251,1.836793661
0.003505,0.21621722,1.545386195
0.00351,0.031890724,1.217064857
0.003515,0.006417881,0.946884751
0.00352,0.002432866,0.7355479
0.003525,0.002120316,0.571738482
0.00353,0.003917479,0.445076883
0.003535,0.005402093,0.34713459
0.00354,0.005480231,0.271668315
0.003545,0.005245818,0.212980971
0.00355,0.00516768,0.167404652
0.003555,0.005245818,0.132051781
0.00356,0.00516768,0.104659162
0.003565,0.005089543,0.083197705
0.00357,0.00516768,0.066418745
0.003575,0.005089543,0.053541869
0.00358,0.005089543,0.043240372
0.003585,0.005089543,0.035358164
0.00359,0.004933268,0.029114833
0.003595,0.005011405,0.024198208
0.0036,0.005011405,0.020374168
0.003605,0.005089543,0.01717446
0.00361,0.005089543,0.01491125
0.003615,0.005011405,0.013038251
0.00362,0.004933268,0.011399376
0.003625,0.005011405,0.010228751
0.00363,0.005089543,0.009292251
0.003635,0.004933268,0.008511835
0.00364,0.004933268,0.007887502
0.003645,0.005011405,0.007419252
0.00365,0.00485513,0.006951002
0.003655,0.005011405,0.006482752
0.00366,0.004933268,0.00640471
0.003665,0.00485513,0.006092544
0.00367,0.004933268,0.005858419
0.003675,0.004933268,0.005702335
0.00368,0.00485513,0.005624294
0.003685,0.004933268,0.00546821
0.00369,0.00485513,0.005390169
0.003695,0.004933268,0.005234085
0.0037,0.788652956,0.050029997
0.003705,1.828351259,0.352831632
0.00371,1.980797648,0.684508681
0.003715,1.995800018,0.952347636
0.00372,1.997831583,1.160250545
0.003725,1.998300433,1.321406603
0.00373,1.998769283,1.44635129
0.003735,1.998847365,1.543044925
0.00374,1.999159932,1.618121028
0.003745,1.999159932,1.676418066
0.00375,1.999316216,1.721526146
0.003755,1.999238133,1.756879091
0.00376,1.999394417,1.784427762
0.003765,1.999316216,1.805733085
0.00377,1.999472499,1.822434068
0.003775,1.999472499,1.835466981
0.00378,1.999472499,1.845690489
0.003785,1.999472499,1.853650689
0.00379,1.9995507,1.859972119
0.003795,1.999394417,1.864888668
0.0038,1.999628782,1.868868828
0.003805,1.999472499,1.871990442
0.00381,1.999628782,1.874331713
0.003815,1.999394417,1.876126647
0.00382,1.999394417,1.877765536
0.003825,1.9995507,1.879014254
0.00383,1.999628782,1.880028725
0.003835,1.9995507,1.88088727
0.00384,1.999628782,1.881433487
0.003845,1.9995507,1.882057905
0.00385,1.999706864,1.882369995
0.003855,1.9995507,1.882838249
0.00386,1.999628782,1.883150458
0.003865,1.9995507,1.88322854
0.00387,1.999706864,1.883462667
0.003875,1.999628782,1.883618712
0.00388,1.999785066,1.883774757
0.003885,1.999706864,1.883852839
0.00389,1.999785066,1.884008884
0.003895,1.9995507,1.884008884
0.0039,1.222003818,1.836871743
0.003905,0.216373488,1.545464158
0.00391,0.031890724,1.21714294
0.003915,0.006339744,0.946884751
0.00392,0.002432866,0.735625982
0.003925,0.002120316,0.571738482
0.00393,0.003917479,0.444998831
0.003935,0.005402093,0.347368717
0.00394,0.005480231,0.271668315
0.003945,0.005323955,0.213059008
0.00395,0.00516768,0.167404652
0.003955,0.00516768,0.132129818
0.00396,0.00516768,0.104659162
0.003965,0.005089543,0.083119661
0.00397,0.005089543,0.066496789
0.003975,0.005011405,0.053541869
0.00398,0.005089543,0.043240372
0.003985,0.005011405,0.035358164
0.00399,0.005089543,0.029114833
0.003995,0.005089543,0.024198208
0.004,0.005011405,0.020374168
0.004005,0.005089543,0.017252501
0.00401,0.004933268,0.01491125
0.004015,0.005011405,0.012882167
0.00402,0.005089543,0.011399376
0.004025,0.005011405,0.010228751
0.00403,0.004933268,0.009214209
0.004035,0.004933268,0.008355752
0.00404,0.005011405,0.00780946
0.004045,0.004933268,0.00734121
0.00405,0.00485513,0.007029044
0.004055,0.004933268,0.006560794
0.00406,0.004933268,0.006326668
0.004065,0.00485513,0.006014502
0.00407,0.004933268,0.005858419
0.004075,0.00485513,0.005702335
0.00408,0.005011405,0.005624294
0.004085,0.004933268,0.005546252
